コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","lagar-bl","【ピストバイク 完成車】 エスイーバイク ブルー  (SE BIKES Lagar BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\完成車","9999","http://item.rakuten.co.jp/brotures/c/0000000127/",""
"","lagar-bl","【ピストバイク 完成車】 エスイーバイク ブルー  (SE BIKES Lagar BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\SE","9999","http://item.rakuten.co.jp/brotures/c/0000000171/",""
"","lagar-bl","【ピストバイク 完成車】 エスイーバイク ブルー  (SE BIKES Lagar BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","完成車\SE","9999","http://item.rakuten.co.jp/brotures/c/0000000181/",""
"","large-hub-b-f","【ピストバイク ハブ】 ポール ブラック　フロント  (PAUL Large Flange Hub BLACK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\PAUL","9999","http://item.rakuten.co.jp/brotures/c/0000000167/",""
"","large-hub-b-f","【ピストバイク ハブ】 ポール ブラック　フロント  (PAUL Large Flange Hub BLACK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","large-hub-b-r","【ピストバイク ハブ】 ポール ブラック　リア  (PAUL Large Flange Hub BLACK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\PAUL","9999","http://item.rakuten.co.jp/brotures/c/0000000167/",""
"","large-hub-b-r","【ピストバイク ハブ】 ポール ブラック　リア  (PAUL Large Flange Hub BLACK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","large-hub-p-f","【ピストバイク ハブ】 ポール ポリッシュ　フロント  (PAUL Large Flange Hub POLISH Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\PAUL","9999","http://item.rakuten.co.jp/brotures/c/0000000167/",""
"","large-hub-p-f","【ピストバイク ハブ】 ポール ポリッシュ　フロント  (PAUL Large Flange Hub POLISH Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","large-hub-p-r","【ピストバイク ハブ】 ポール ポリッシュ　リア  (PAUL Large Flange Hub POLISH Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\PAUL","9999","http://item.rakuten.co.jp/brotures/c/0000000167/",""
"","large-hub-p-r","【ピストバイク ハブ】 ポール ポリッシュ　リア  (PAUL Large Flange Hub POLISH Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","laser","【サイクルシューズ】SIDI レーザー ホワイト   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","laser_1","【サイクルシューズ】SIDI レーザー ブラック   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","latex_tube","【タイヤ チューブ】ビットリア Vittoria LATEX チューブ 19/23C  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","パーツ\チューブ","9999","http://item.rakuten.co.jp/brotures/c/0000000188/",""
"","latex_tube","【タイヤ チューブ】ビットリア Vittoria LATEX チューブ 19/23C  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","ブランド2\Vittoria","9999","http://item.rakuten.co.jp/brotures/c/0000000192/",""
"","limited-hub-b-f","【ピストバイク ハブ】 ブローチャーズ フィル ウッド フロントハブ  (BROTURES x Philwood Street Limited Hub BLACK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","limited-hub-b-f","【ピストバイク ハブ】 ブローチャーズ フィル ウッド フロントハブ  (BROTURES x Philwood Street Limited Hub BLACK Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","limited-hub-b-r","【ピストバイク ハブ】 ブローチャーズ フィル ウッド リアハブ  (BROTURES x Philwood Street Limited Hub BLACK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","limited-hub-b-r","【ピストバイク ハブ】 ブローチャーズ フィル ウッド リアハブ  (BROTURES x Philwood Street Limited Hub BLACK Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","limited-hub-p-f","【ピストバイク ハブ】 ブローチャーズ フィル ウッド フロントハブ  (BROTURES x Philwood Street Limited Hub POLISH Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","limited-hub-p-f","【ピストバイク ハブ】 ブローチャーズ フィル ウッド フロントハブ  (BROTURES x Philwood Street Limited Hub POLISH Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","limited-hub-p-r","【ピストバイク ハブ】 ブローチャーズ フィル ウッド リアハブ  (BROTURES x Philwood Street Limited Hub POLISH Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ハブ","9999","http://item.rakuten.co.jp/brotures/c/0000000132/",""
"","limited-hub-p-r","【ピストバイク ハブ】 ブローチャーズ フィル ウッド リアハブ  (BROTURES x Philwood Street Limited Hub POLISH Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BROTURES","9999","http://item.rakuten.co.jp/brotures/c/0000000145/",""
"","lition2","MICHELIN リチオン２ミシュラン 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","lockjaws_bks","【バーテープ＆グリップ】オーディーアイ ODI ロックジョーズ BLACK WHITE ブラック　ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","lockjaws_color","【バーテープ＆グリップ】オーディーアイ ODI ロックジョーズ カラー  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","longneck_1","【バーテープ＆グリップ】オーディーアイ ODI ロングネックグリップ BLACK SILVER  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","longneck_2","【バーテープ＆グリップ】オーディーアイ ODI ロングネックグリップ カラー  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","lufian","【バーテープ＆グリップ】オーディーアイ ODI ルフィアンロックオングリップ BLACK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","lufian_bl","【バーテープ＆グリップ】オーディーアイ ODI ルフィアンロックオングリップ BLUE  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","lufian_pi","【バーテープ＆グリップ】オーディーアイ ODI ルフィアンロックオングリップ PINK  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat301","【ヘルメット】Selev セレブ マトリックスR ホワイト/ブルー/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat302","【ヘルメット】Selev セレブ マトリックスR ホワイト/レッド/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat303","【ヘルメット】Selev セレブ マトリックスR ホワイト/マゼンタ/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat304","【ヘルメット】Selev セレブ マトリックスR ブラック/シルバー/ホワイト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat305","【ヘルメット】Selev セレブ マトリックスR ホワイト/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mat702","【ヘルメット】Selev セレブ マトリックスR マットブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","matte-f","【ピストバイク ホイール】ブラック  フロントホイール (AEROSPOKE Matte Black Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","matte-f","【ピストバイク ホイール】ブラック  フロントホイール (AEROSPOKE Matte Black Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\AEROSPOKE","9999","http://item.rakuten.co.jp/brotures/c/0000000173/",""
"","matte-r","【ピストバイク ホイール】ブラック  リアホイール (AEROSPOKE Matte Black Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","matte-r","【ピストバイク ホイール】ブラック  リアホイール (AEROSPOKE Matte Black Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\AEROSPOKE","9999","http://item.rakuten.co.jp/brotures/c/0000000173/",""
"","max_sls_flow","selleITALIA MAX SLS FLOWブラック 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","ブランド2\selleITALIA","9999","http://item.rakuten.co.jp/brotures/c/0000000194/",""
"","max_sls_flow","selleITALIA MAX SLS FLOWブラック 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","パーツ\サドル","9999","http://item.rakuten.co.jp/brotures/c/0000000139/",""
"","mit07","Selev ミト マットブラックSelev セレブ ミト マットブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mit10","Selev ミト マットホワイトSelev セレブ ミト マットホワイト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mks_halfdeep","【MKS】エムケーエス ハーフクリップ DEEP     ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mks_toe_deep","【MKS】エムケーエス トークリップ 鉄 DEEP    ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mks_toe_s","【MKS】エムケーエス トークリップ スーパー 鉄    ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mks_toe_s_alloy","【MKS】エムケーエス トークリップ スーパー アルミ    ペダル＆ストラップ ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","montecarlo","【ピストバイク フレームセット】ドスノベンタ  (DOSNOVENTA Montecarlo Frameset)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\DOSNOVENTA","9999","http://item.rakuten.co.jp/brotures/c/0000000157/",""
"","montecarlo","【ピストバイク フレームセット】ドスノベンタ  (DOSNOVENTA Montecarlo Frameset)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\フレーム","9999","http://item.rakuten.co.jp/brotures/c/0000000128/",""
"","mp3-01","Selev MP3 ブルー/ホワイト/レッドSelev セレブ MP3 ブルー/ホワイト/レッド  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-02","Selev MP3 ブラック/ホワイト/レッドSelev セレブ MP3 ブラック/ホワイト/レッド  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-03","Selev MP3 ホワイト/ネオンイエロー/ブラックSelev セレブ MP3 ホワイト/ネオンイエロー/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-04","Selev MP3 ホワイト/アシッドグリーン/ブラックSelev セレブ MP3 ホワイト/アシッドグリーン/ブラック  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-10","Selev MP3 ホワイトSelev セレブ MP3 ホワイト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-alu","Selev MP3 マットブラック/アルミSelev セレブ MP3 マットブラック/アルミ  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mp3-ita","Selev MP3 グリーン/ホワイト/レッドSelev セレブ MP3 グリーン/ホワイト/レッド  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mtb_dominator5_mega","【サイクルシューズ】SIDI MTBドミネーター5 メガ   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mtb_draco_ca_srs_ver","【サイクルシューズ】SIDI MTBドラコ カーボンSRS ヴェルニーチェ   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mtb_spider_srs","【サイクルシューズ】SIDI MTBスパイダーSRS   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","mtb_spike","【サイクルシューズ】SIDI MTBシューズ用スパイク   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","natural-f","【ピストバイク ホイール】エアロスポーク  フロントホイール (AEROSPOKE Natural Carbon Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","natural-f","【ピストバイク ホイール】エアロスポーク  フロントホイール (AEROSPOKE Natural Carbon Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\AEROSPOKE","9999","http://item.rakuten.co.jp/brotures/c/0000000173/",""
"","natural-r","【ピストバイク ホイール】エアロスポーク  リアホイール (AEROSPOKE Natural Carbon Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","natural-r","【ピストバイク ホイール】エアロスポーク  リアホイール (AEROSPOKE Natural Carbon Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\AEROSPOKE","9999","http://item.rakuten.co.jp/brotures/c/0000000173/",""
"","nl_76400","VAR PTEEグリス","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","non_slip_rubber_heel","【サイクルシューズ】SIDI MTB SRSメタタサスインサート   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","notorious03-f","【ピストバイク ホイール】ビーエルビー  フロントホイール (BLB NOTORIOUS 03 Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious03-f","【ピストバイク ホイール】ビーエルビー  フロントホイール (BLB NOTORIOUS 03 Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious03-r","【ピストバイク ホイール】ビーエルビー  リアホイール (BLB NOTORIOUS 03 Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious03-r","【ピストバイク ホイール】ビーエルビー  リアホイール (BLB NOTORIOUS 03 Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious05-f","【ピストバイク ホイール】ビーエルビー  フロントホイール (BLB NOTORIOUS 05 Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious05-f","【ピストバイク ホイール】ビーエルビー  フロントホイール (BLB NOTORIOUS 05 Front) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious05-r","【ピストバイク ホイール】ビーエルビー  リアホイール (BLB NOTORIOUS 05 Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious05-r","【ピストバイク ホイール】ビーエルビー  リアホイール (BLB NOTORIOUS 05 Rear) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious50","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 50) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious50","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 50) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious90","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 90) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious90","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 90) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","notorious90-color","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 90 Color) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\ホイール","9999","http://item.rakuten.co.jp/brotures/c/0000000131/",""
"","notorious90-color","【ピストバイク ホイール】ビーエルビー   (BLB NOTORIOUS 90 Color) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\BLB","9999","http://item.rakuten.co.jp/brotures/c/0000000151/",""
"","object-b","【ピストバイク 完成車】 ハローバイク ブラック  (HARO BIKES OBJECT BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\完成車","9999","http://item.rakuten.co.jp/brotures/c/0000000127/",""
"","object-b","【ピストバイク 完成車】 ハローバイク ブラック  (HARO BIKES OBJECT BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","完成車\HARO","9999","http://item.rakuten.co.jp/brotures/c/0000000180/",""
"","object-b","【ピストバイク 完成車】 ハローバイク ブラック  (HARO BIKES OBJECT BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HARO","9999","http://item.rakuten.co.jp/brotures/c/0000000164/",""
"","object-bl","【ピストバイク 完成車】 ハローバイク ブルー  (HARO BIKES OBJECT BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","パーツ\完成車","9999","http://item.rakuten.co.jp/brotures/c/0000000127/",""
"","object-bl","【ピストバイク 完成車】 ハローバイク ブルー  (HARO BIKES OBJECT BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","完成車\HARO","9999","http://item.rakuten.co.jp/brotures/c/0000000180/",""
"","object-bl","【ピストバイク 完成車】 ハローバイク ブルー  (HARO BIKES OBJECT BLUE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","ブランド\HARO","9999","http://item.rakuten.co.jp/brotures/c/0000000164/",""
"","obs_acc_bottle","OnebyESU カーボンボトルゲージOnebyESU  カーボンボトルゲージ   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_fit_riser_580","【ピストバイク ハンドル】ワンバイエス  (OnebyESU スマートフィットライザーバー580mm)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_fit_riser_600","【ピストバイク ハンドル】ワンバイエス  (OnebyESU スマートフィットライザーバー600mm)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_ark","【ピストバイク ハンドル】ワンバイエス  (OnebyESU ジェイカーボン Arkドロップバー)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_carbon_360","【ピストバイク ハンドル】ワンバイエス  (OnebyESU ジェイカーボン ドロップバー 360mm)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_carbon_400","【ピストバイク ハンドル】ワンバイエス  (OnebyESU ジェイカーボン ドロップバー 400mm)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_monroe_bk","【ピストバイク ハンドル】ワンバイエス ブラック (OnebyESU ジェイカーボンモンロー ドロップバー BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_monroe_wh","【ピストバイク ハンドル】ワンバイエス ホワイト (OnebyESU ジェイカーボンモンロー ドロップバー WHITE)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_next_bk","【ピストバイク ハンドル】ワンバイエス ブラック (OnebyESU ジェイカーボンネクスト ドロップバー BLACK)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_bar_j_next_wh","【ピストバイク ハンドル】ワンバイエス ホワイト (OnebyESU ジェイカーボンネクスト ドロップバー WHITE)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_brake_cnc_shoe_s","【OnebyESU】ワンバイエス CNCブレーキシュー SILVER ブレーキ  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_brake_more","【OnebyESU】ワンバイエス ライトオンブレーキモア ブレーキ  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_brake_shoe_bk","【OnebyESU】ワンバイエス CNCブレーキシュー BLACK ブレーキ  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
"","obs_fork_obs-r11","【ピストバイク フォーク】ワンバイエス  (OnebyESU OBS-R11 カーボンフォーク)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学","その他","999999999","http://item.rakuten.co.jp/brotures/c/0000000001/",""
