コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,モバイル表示,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク
,cpbt_011,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-011  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1207,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_011.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_011.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_011.jpg,CYCLEPROCPBT-011,,,-1,0,,,,,,296915-0010002153,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_019_black,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-019 BLACK ブラック ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1690,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_019_black.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_019_black.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_019_black.jpg,CYCLEPROCPBT-019BLACK,,,-1,0,,,,,,296915-0010002154,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_019_blue,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-019 BLUE ブルー ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1690,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_019_blue.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_019_blue.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_019_blue.jpg,CYCLEPROCPBT-019BLUE,,,-1,0,,,,,,296915-0010002155,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_019_red,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-019 RED レッド ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1690,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_019_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_019_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_019_red.jpg,CYCLEPROCPBT-019RED,,,-1,0,,,,,,296915-0010002156,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_019_s,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-019 SILVER シルバー ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1690,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_019_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_019_s.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_019_s.jpg,CYCLEPROCPBT-019SILVER,,,-1,0,,,,,,296915-0010002157,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_019_white,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-019 WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1690,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_019_white.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_019_white.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_019_white.jpg,CYCLEPROCPBT-019WHITE,,,-1,0,,,,,,296915-0010002158,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_032,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-032 BROWN ブラウン ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1811,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_032.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_032.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_032.jpg,CYCLEPROCPBT-032BROWN,,,-1,0,,,,,,296915-0010002159,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_035_black,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-035 BLACK ブラック ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,966,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_035_black.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_035_black.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_035_black.jpg,CYCLEPROCPBT-035BLACK,,,-1,0,,,,,,296915-0010002160,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_035_wh,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-035 WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,966,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_035_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_035_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_035_wh.jpg,CYCLEPROCPBT-035WHITE,,,-1,0,,,,,,296915-0010002161,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_042_bk_blue,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-042 BLACK BLUE ブラック　ブルー ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1638,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_042_bk_blue.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_042_bk_blue.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_042_bk_blue.jpg,CYCLEPROCPBT-042BLACKBLUE,,,-1,0,,,,,,296915-0010002162,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_042_bk_red,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-042 BLACK RED ブラック　レッド ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1638,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_042_bk_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_042_bk_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_042_bk_red.jpg,CYCLEPROCPBT-042BLACKRED,,,-1,0,,,,,,296915-0010002163,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_042_wh_blue,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-042 WHITE BLUE ホワイト　ブルー ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1638,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_042_wh_blue.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_042_wh_blue.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_042_wh_blue.jpg,CYCLEPROCPBT-042WHITEBLUE,,,-1,0,,,,,,296915-0010002164,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_042_wh_red,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-042 WHITE RED ホワイト　レッド ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1638,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_042_wh_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_042_wh_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_042_wh_red.jpg,CYCLEPROCPBT-042WHITERED,,,-1,0,,,,,,296915-0010002165,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_045_bk,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-045 BLACK ブラック ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,2173,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_045_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_045_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_045_bk.jpg,CYCLEPROCPBT-045BLACK,,,-1,0,,,,,,296915-0010002166,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_045_blue,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-045 BLUE ブルー ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,2173,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_045_blue.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_045_blue.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_045_blue.jpg,CYCLEPROCPBT-045BLUE,,,-1,0,,,,,,296915-0010002167,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_045_red,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-045 RED レッド ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,2173,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_045_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_045_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_045_red.jpg,CYCLEPROCPBT-045RED,,,-1,0,,,,,,296915-0010002168,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_045_wh,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-045 WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,2173,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_045_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_045_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_045_wh.jpg,CYCLEPROCPBT-045WHITE,,,-1,0,,,,,,296915-0010002169,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_049_bk,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-049 BLACK ブラック ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1512,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_049_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_049_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_049_bk.jpg,CYCLEPROCPBT-049BLACK,,,-1,0,,,,,,296915-0010002170,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_049_wh,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-049 WHITE  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1512,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_049_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_049_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_049_wh.jpg,CYCLEPROCPBT-049WHITE,,,-1,0,,,,,,296915-0010002171,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_055_bk,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-055 BLACK ブラック ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1811,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_055_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_055_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_055_bk.jpg,CYCLEPROCPBT-055BLACK,,,-1,0,,,,,,296915-0010002172,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_055_red,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-055 RED レッド ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1811,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_055_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_055_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_055_red.jpg,CYCLEPROCPBT-055RED,,,-1,0,,,,,,296915-0010002173,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,cpbt_055_wh,,563161,,バーテープ＆グリップ,CYCLEPRO,【バーテープ＆グリップ】サイクルプロ CYCLEPRO CPBT-055 WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1811,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/cyclepro/cpbt_055_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/cyclepro/cpbt_055_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/cyclepro/cpbt_055_wh.jpg,CYCLEPROCPBT-055WHITE,,,-1,0,,,,,,296915-0010002174,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,crank-allday-b,,563147,,クランク,BROTURES,【ピストバイク クランク】ブローチャーズ ALLDAY Crank BLACK ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,10500,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/brotures/crank-allday-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/brotures/crank-allday-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/brotures/crank-allday-b.jpg,BROTURESALLDAYCrankBLACK,,,-1,0,,,,,,296915-0010001973,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,crank-allday-p,,563147,,クランク,BROTURES,【ピストバイク クランク】ブローチャーズ ALLDAY Crank POLISH シルバー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,10500,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/brotures/crank-allday-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/brotures/crank-allday-p.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/brotures/crank-allday-p.jpg,BROTURESALLDAYCrankSILVER,,,-1,0,,,,,,296915-0010001974,0,,,,,,,,10,2013112100_2013112823,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,crank-b,,563147,,クランク,EIGHTHINCH,【ピストバイク クランク】エイスインチ Crank BLACK ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,10500,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/eighthinch/crank-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/eighthinch/crank-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/eighthinch/crank-b.jpg,EITHGHINCHCranksetBLACK,,,-1,0,,,,,,296915-0010001788,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,crank-corsa-b,,563147,,クランク,LEADERBIKE,【ピストバイク クランク】リーダーバイク コルサクランク ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,10500,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/leaderbike/crank-corsa-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/leaderbike/crank-corsa-b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/component/corsa_black_02.jpg http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/component/corsa_black_b.jpg,LEADERBIKECORSACrankBlack LEADERBIKECORSACrankBlack,,,-1,0,,,,,,296915-0010001846,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,
